Sales_Volume,Product_Cost,Revenue,Total_Costs,Profit
482.88,20.77,24143.77,15029.53,9114.24
271.65,22.24,13582.65,11041.94,2540.72
289.44,19.73,14472.18,10711.72,3760.46
350.89,20.41,17544.41,12161.97,5382.44
404.58,20.23,20229.17,13184.16,7045.01
319.57,20.00,15978.30,11392.47,4585.83
276.98,17.82,13849.02,9936.15,3912.86
281.69,22.22,14084.29,11258.18,2826.11
343.95,20.59,17197.67,12082.13,5115.53
116.05,20.79,5802.28,7412.56,-1610.28
325.55,18.39,16277.49,10985.88,5291.61
268.64,19.08,13432.00,10126.07,3305.93
371.69,19.65,18584.35,12302.81,6281.55
186.25,16.93,9312.55,8153.56,1159.00
318.50,16.62,15924.78,10294.65,5630.13
296.16,18.80,14807.88,10567.32,4240.56
330.84,21.05,16542.17,11962.61,4579.56
172.03,18.69,8601.49,8215.88,385.61
316.69,17.96,15834.67,10688.57,5146.10
312.70,18.37,15635.01,10744.50,4890.51
312.52,19.09,15626.21,10965.87,4660.34
321.90,19.29,16094.81,11210.11,4884.70
339.12,24.33,16955.97,13251.13,3704.84
375.10,22.11,18754.83,13293.10,5461.73
246.92,22.05,12346.03,10444.49,1901.54
381.70,22.34,19084.76,13525.99,5558.77
299.65,18.00,14982.54,10394.42,4588.12
178.52,17.56,8925.77,8133.89,791.88
168.44,17.79,8422.01,7995.92,426.09
263.52,22.67,13176.04,10973.76,2202.28
368.82,18.91,18440.99,11972.77,6468.22
347.08,17.50,17353.84,11072.90,6280.94
369.96,19.14,18497.92,12080.27,6417.66
303.48,19.52,15174.21,10924.86,4249.35
287.66,20.54,14382.95,10907.60,3475.35
208.61,20.50,10430.52,9276.91,1153.61
262.04,18.34,13101.76,9806.68,3295.08
286.34,21.37,14316.86,11119.40,3197.46
184.19,18.72,9209.52,8448.34,761.18
232.85,19.69,11642.47,9584.21,2058.26
320.72,21.37,16035.91,11854.89,4181.02
354.58,18.72,17729.00,11636.45,6092.56
488.50,18.86,24425.11,14213.79,10211.33
426.85,21.18,21342.50,14042.11,7300.39
330.90,18.28,16545.00,11050.35,5494.65
283.58,19.23,14178.76,10453.27,3725.49
329.40,21.11,16469.79,11954.03,4515.75
369.05,24.11,18452.51,13897.13,4555.38
197.30,21.21,9864.90,9184.85,680.05
281.09,20.95,14054.33,10887.44,3166.90
386.79,21.06,19339.65,13146.48,6193.17
275.23,17.85,13761.65,9913.91,3847.75
314.93,20.23,15746.59,11371.45,4375.15
318.40,19.94,15920.01,11349.05,4570.96
221.48,20.64,11074.15,9572.11,1502.04
270.23,20.23,13511.59,10467.60,3043.98
263.59,20.76,13179.38,10471.92,2707.46
145.78,19.38,7288.96,7824.77,-535.81
143.99,20.12,7199.63,7896.73,-697.10
383.96,17.54,19198.23,11736.40,7461.82
247.80,19.36,12390.14,9797.51,2592.63
303.65,22.78,15182.45,11917.63,3264.82
254.59,20.64,12729.50,10254.13,2475.37
431.11,19.96,21555.56,13604.19,7951.38
244.03,23.79,12201.34,10805.95,1395.40
285.40,17.28,14269.92,9931.21,4338.71
399.10,17.78,19954.81,12096.36,7858.44
387.55,23.43,19377.43,14078.49,5298.94
222.02,20.09,11100.84,9460.75,1640.10
374.35,19.51,18717.38,12305.33,6412.05
291.45,17.60,14572.74,10130.07,4442.67
296.56,20.90,14828.21,11196.83,3631.39
203.34,21.09,10166.82,9288.14,878.67
180.30,17.81,9015.01,8211.33,803.68
352.47,19.72,17623.54,11950.53,5673.01
299.29,19.33,14964.55,10784.99,4179.56
286.94,20.51,14347.20,10885.78,3461.42
352.90,17.76,17644.84,11267.98,6376.86
363.04,22.50,18151.83,13169.74,4982.09
212.75,21.83,10637.52,9644.69,992.83
323.42,19.27,16170.79,11233.40,4937.39
204.06,19.57,10202.96,8992.86,1210.10
358.97,19.73,17948.41,12081.42,5866.99
334.34,18.44,16716.95,11166.34,5550.61
441.09,19.11,22054.31,13430.54,8623.77
174.27,19.46,8713.70,8391.28,322.43
167.56,23.23,8378.01,8891.71,-513.70
250.25,21.89,12512.48,10478.78,2033.71
244.69,21.87,12234.72,10351.30,1883.42
240.56,20.74,12028.21,9989.27,2038.95
413.40,17.77,20669.98,12344.19,8325.79
241.29,19.92,12064.65,9805.84,2258.81
247.50,21.94,12374.95,10430.37,1944.58
361.26,17.48,18063.12,11316.12,6747.00
289.68,21.27,14484.09,11162.43,3321.66
366.35,24.65,18317.34,14028.70,4288.65
172.31,22.12,8615.69,8812.21,-196.52
297.50,22.83,14874.93,11791.32,3083.61
151.86,20.44,7592.82,8103.44,-510.62
170.80,21.94,8539.86,8746.59,-206.72
413.48,18.56,20674.20,12676.04,7998.16
205.54,21.59,10277.22,9438.06,839.16
306.59,21.31,15329.64,11533.12,3796.52
281.35,20.58,14067.48,10790.12,3277.35
266.70,22.63,13334.79,11035.86,2298.92
410.48,18.92,20524.14,12767.33,7756.81
141.78,19.63,7089.18,7782.63,-693.45
336.00,20.19,16799.87,11784.10,5015.77
445.88,17.94,22294.24,12999.52,9294.72
312.42,20.45,15620.96,11390.18,4230.78
428.91,16.56,21445.35,12103.62,9341.74
164.66,22.09,8232.89,8637.93,-405.04
283.04,20.09,14151.98,10687.19,3464.79
244.27,18.96,12213.29,9630.84,2582.45
353.25,18.33,17662.71,11475.59,6187.12
461.32,19.53,23065.94,14009.95,9056.00
243.26,21.38,12162.82,10199.98,1962.85
333.67,21.10,16683.45,12038.91,4644.54
225.89,18.59,11294.40,9199.02,2095.39
313.52,18.31,15676.16,10739.96,4936.20
292.65,21.31,14632.57,11237.51,3395.06
452.68,18.56,22633.79,13399.54,9234.25
323.03,20.12,16151.58,11499.34,4652.24
267.21,20.25,13360.70,10410.42,2950.28
195.54,20.62,9776.94,9032.82,744.12
210.00,21.72,10499.94,9560.45,939.49
234.26,17.47,11712.93,9093.45,2619.48
241.69,16.18,12084.73,8910.06,3174.67
390.68,18.87,19534.03,12370.23,7163.80
312.64,23.60,15632.21,12379.36,3252.85
304.73,24.04,15236.71,12327.14,2909.58
195.82,23.66,9791.01,9633.57,157.44
394.22,19.61,19711.14,12732.30,6978.84
351.09,16.44,17554.39,10770.40,6783.99
173.58,15.31,8678.81,7658.13,1020.68
347.12,18.77,17355.85,11516.06,5839.80
308.91,19.60,15445.30,11055.75,4389.55
180.86,22.60,9042.90,9087.62,-44.72
291.48,21.74,14573.93,11335.47,3238.46
296.92,20.45,14845.77,11073.35,3772.42
215.16,18.22,10758.03,8920.29,1837.74
434.09,18.08,21704.49,12847.67,8856.82
390.45,20.51,19522.32,13007.38,6514.95
337.28,21.39,16863.94,12215.78,4648.16
292.31,20.78,14615.57,11075.33,3540.24
281.50,17.93,14074.86,10047.47,4027.39
332.90,21.30,16645.04,12091.23,4553.81
309.30,20.85,15465.14,11449.53,4015.61
170.58,17.86,8529.11,8046.37,482.74
302.52,18.43,15125.82,10575.79,4550.03
375.55,21.38,18777.52,13028.14,5749.38
291.67,19.53,14583.73,10696.69,3887.04
164.47,23.18,8223.56,8812.16,-588.60
369.24,21.00,18462.08,12754.91,5707.17
226.92,19.03,11346.08,9317.58,2028.50
243.84,19.98,12191.95,9871.80,2320.15
214.79,20.13,10739.45,9323.01,1416.44
262.53,18.54,13126.69,9868.22,3258.47
360.50,18.17,18025.07,11552.05,6473.02
303.92,21.40,15195.77,11504.64,3691.14
228.03,21.69,11401.27,9946.00,1455.27
401.14,21.21,20056.93,13507.17,6549.76
401.85,23.03,20092.49,14254.86,5837.63
398.25,18.92,19912.34,12533.42,7378.92
238.22,23.35,11910.81,10562.00,1348.81
290.00,18.20,14499.89,10277.42,4222.46
465.35,17.97,23267.35,13364.44,9902.91
364.95,16.48,18247.41,11014.38,7233.03
146.62,19.11,7330.98,7801.67,-470.69
172.22,18.99,8611.22,8270.98,340.24
292.65,21.05,14632.56,11160.86,3471.71
414.78,20.49,20739.02,13497.93,7241.09
307.90,17.61,15394.81,10423.30,4971.51
299.56,19.21,14978.10,10755.95,4222.15
191.86,19.26,9592.90,8694.62,898.28
334.30,16.45,16714.83,10498.52,6216.31
380.70,18.04,19035.16,11867.16,7167.99
274.45,18.46,13722.61,10065.94,3656.67
366.02,22.87,18300.92,13369.84,4931.09
446.69,20.38,22334.54,14104.86,8229.69
227.68,21.32,11383.83,9855.05,1528.78
304.72,17.00,15236.08,10181.10,5054.98
251.56,22.39,12578.10,10632.08,1946.02
371.27,22.60,18563.45,13391.50,5171.95
316.17,16.00,15808.63,10059.81,5748.82
329.02,18.59,16451.11,11116.31,5334.80
372.85,20.99,18642.55,12826.71,5815.84
277.98,21.29,13899.11,10917.90,2981.21
417.58,18.64,20879.08,12784.98,8094.10
306.72,19.39,15335.93,10946.97,4388.96
212.41,18.81,10620.58,8994.45,1626.13
344.03,20.22,17201.27,11956.48,5244.79
371.40,22.39,18569.78,13317.17,5252.61
259.19,18.46,12959.42,9784.08,3175.34
393.11,22.00,19655.46,13649.05,6006.41
413.35,18.44,20667.41,12620.76,8046.65
248.84,18.30,12441.83,9554.89,2886.94
463.69,21.64,23184.59,15032.99,8151.60
206.10,21.84,10304.93,9501.99,802.94
227.13,21.70,11356.35,9929.29,1427.05
221.40,17.37,11070.01,8845.37,2224.64
407.91,19.07,20395.43,12778.04,7617.39
333.70,21.65,16684.86,12223.20,4461.66
210.31,20.08,10515.51,9223.68,1291.83
287.69,17.85,14384.28,10135.94,4248.34
324.57,20.92,16228.43,11788.88,4439.55
181.71,18.57,9085.68,8374.49,711.19
403.01,23.59,20150.60,14506.67,5643.93
374.65,23.09,18732.68,13650.63,5082.05
301.04,21.21,15052.20,11384.60,3667.60
448.72,22.72,22435.89,15195.77,7240.12
282.81,20.13,14140.69,10692.92,3447.77
464.35,21.53,23217.32,14997.79,8219.54
337.01,22.96,16850.40,12736.17,4114.23
329.04,20.49,16452.15,11742.42,4709.73
215.22,19.49,10761.16,9194.62,1566.54
402.81,16.59,20140.53,11682.93,8457.60
284.93,19.83,14246.51,10651.23,3595.28
213.92,21.65,10696.20,9630.78,1065.42
131.76,21.89,6587.92,7884.36,-1296.44
312.33,21.01,15616.56,11561.68,4054.88
305.56,18.92,15277.86,10780.35,4497.51
350.16,16.05,17508.05,10618.81,6889.24
406.30,19.01,20315.09,12723.62,7591.47
179.70,19.39,8985.14,8484.67,500.47
353.44,19.37,17671.92,11847.57,5824.36
222.45,21.24,11122.29,9724.10,1398.18
393.48,23.97,19674.16,14432.32,5241.83
379.69,20.25,18984.41,12687.57,6296.84
308.33,19.57,15416.62,11033.00,4383.62
347.75,19.48,17387.42,11774.68,5612.74
258.58,20.25,12929.06,10235.95,2693.11
294.15,18.34,14707.40,10395.68,4311.72
380.55,20.24,19027.34,12702.42,6324.92
291.68,20.90,14584.00,11096.59,3487.41
269.19,20.42,13459.29,10496.61,2962.69
298.84,20.92,14941.96,11250.25,3691.71
382.78,20.87,19139.10,12987.70,6151.40
263.76,16.46,13187.89,9340.45,3847.44
217.90,21.27,10895.11,9635.59,1259.52
348.21,18.66,17410.72,11496.97,5913.75
382.01,17.81,19100.48,11802.95,7297.53
189.73,17.79,9486.37,8375.46,1110.91
238.53,20.87,11926.39,9977.38,1949.01
206.57,19.55,10328.64,9039.50,1289.14
266.84,16.64,13341.96,9439.15,3902.81
289.81,20.96,14490.53,11073.29,3417.24
358.25,17.12,17912.35,11133.47,6778.88
332.94,20.28,16647.13,11751.96,4895.17
325.86,20.48,16292.86,11672.58,4620.28
267.90,21.77,13394.94,10832.47,2562.47
387.38,23.56,19368.79,14127.88,5240.91
294.17,17.27,14708.63,10080.55,4628.08
459.11,19.90,22955.74,14134.11,8821.63
328.92,19.45,16445.96,11396.60,5049.36
200.50,20.87,10025.23,9184.03,841.20
339.05,20.43,16952.36,11927.19,5025.17
261.27,19.29,13063.55,10041.20,3022.35
341.59,19.12,17079.48,11530.58,5548.91
174.64,17.77,8732.05,8102.87,629.19
218.28,21.98,10914.08,9796.89,1117.18
392.57,20.92,19628.54,13211.96,6416.59
234.81,21.84,11740.62,10127.25,1613.36
385.82,19.38,19291.08,12476.92,6814.16
249.47,18.69,12473.63,9661.73,2811.91
330.98,17.84,16548.75,10905.71,5643.04
343.58,20.72,17178.88,12118.18,5060.70
302.55,17.92,15127.36,10421.77,4705.59
256.28,23.70,12814.23,11073.26,1740.97
230.43,17.38,11521.42,9005.93,2515.49
151.53,20.55,7576.41,8113.50,-537.09
255.93,23.13,12796.75,10920.73,1876.02
333.43,21.20,16671.29,12068.02,4603.27
429.75,20.35,21487.30,13745.91,7741.39
398.49,18.06,19924.66,12197.99,7726.66
363.20,17.24,18159.89,11260.25,6899.65
369.91,21.54,18495.35,12967.83,5527.51
336.29,23.01,16814.46,12738.79,4075.68
244.30,19.12,12215.08,9671.61,2543.47
413.84,17.72,20691.75,12333.93,8357.82
337.70,15.08,16884.98,10093.75,6791.23
312.48,18.04,15623.87,10636.61,4987.25
194.23,19.77,9711.46,8840.43,871.03
289.11,23.20,14455.74,11706.96,2748.79
291.91,21.35,14595.40,11231.15,3364.25
395.91,20.61,19795.46,13159.75,6635.70
309.56,19.20,15477.90,10943.44,4534.46
274.45,18.83,13722.39,10168.86,3553.53
456.92,22.81,22845.95,15422.91,7423.04
194.12,20.40,9705.75,8960.23,745.52
283.86,15.79,14192.91,9483.48,4709.43
157.98,18.65,7899.13,7946.84,-47.71
355.75,18.28,17787.57,11504.40,6283.16
419.04,18.91,20952.20,12923.06,8029.14
249.68,21.13,12483.81,10274.62,2209.20
393.55,19.79,19677.25,12786.33,6890.92
252.90,19.85,12644.84,10019.06,2625.78
415.51,22.63,20775.55,14401.75,6373.81
359.70,18.61,17985.19,11693.04,6292.15
375.07,23.73,18753.51,13899.82,4853.69
137.95,18.66,6897.71,7573.87,-676.15
445.45,20.18,22272.74,13988.56,8284.18
352.13,19.44,17606.37,11844.51,5761.86
256.14,20.25,12807.06,10186.05,2621.01
383.17,20.89,19158.68,13004.18,6154.49
250.07,20.87,12503.62,10218.43,2285.19
399.11,18.49,19955.28,12380.96,7574.31
194.90,17.75,9745.11,8460.33,1284.78
346.04,25.00,17301.77,13650.88,3650.88
308.31,19.03,15415.62,10867.81,4547.81
187.88,21.40,9393.96,9020.32,373.64
239.11,16.78,11955.48,9013.39,2942.10
131.50,19.44,6575.06,7556.48,-981.43
293.65,19.75,14682.64,10798.35,3884.29
255.25,20.95,12762.28,10346.28,2416.00
320.75,15.00,16037.38,9811.21,6226.17
254.20,20.33,12710.22,10168.56,2541.67
254.90,17.70,12744.92,9511.83,3233.09
356.67,20.65,17833.32,12364.69,5468.62
162.06,17.93,8102.99,7905.30,197.69
411.86,18.29,20593.07,12532.55,8060.52
391.29,19.45,19564.26,12611.57,6952.69
336.98,17.90,16848.98,11030.37,5818.62
319.61,19.05,15980.26,11088.14,4892.12
407.18,17.61,20358.93,12171.74,8187.19
221.76,16.33,11088.19,8622.21,2465.97
179.48,22.04,8974.15,8955.07,19.08
238.42,17.41,11921.13,9150.44,2770.69
371.81,19.64,18590.29,12303.25,6287.04
152.67,21.51,7633.26,8283.18,-649.93
317.31,18.77,15865.53,10955.95,4909.57
480.90,18.35,24044.75,13824.26,10220.49
392.56,20.45,19627.78,13028.73,6599.04
304.34,22.24,15216.81,11767.18,3449.63
171.35,17.66,8567.66,8026.33,541.33
383.85,19.70,19192.65,12561.79,6630.86
320.89,16.54,16044.31,10305.86,5738.46
195.89,19.21,9794.43,8763.73,1030.71
186.65,20.07,9332.60,8745.81,586.79
414.97,18.29,20748.57,12590.14,8158.43
337.32,19.09,16866.12,11438.14,5427.98
383.14,17.18,19156.83,11583.65,7573.18
401.60,20.15,20080.22,13094.00,6986.22
314.91,22.11,15745.51,11963.10,3782.41
303.52,17.81,15176.01,10404.39,4771.62
285.56,18.75,14278.23,10355.66,3922.56
259.23,21.01,12961.74,10445.25,2516.49
286.46,22.42,14323.05,11423.65,2899.39
365.50,17.01,18275.12,11218.52,7056.60
321.55,19.66,16077.26,11322.36,4754.90
407.27,20.57,20363.69,13376.10,6987.59
288.34,19.80,14416.79,10707.86,3708.93
322.71,15.05,16135.35,9855.58,6279.76
328.26,21.00,16412.89,11894.13,4518.76
319.27,23.04,15963.38,12355.50,3607.88
345.76,20.23,17288.11,11995.92,5292.19
237.82,17.94,11891.06,9265.99,2625.07
302.49,18.97,15124.41,10739.33,4385.08
191.31,23.54,9565.63,9503.46,62.16
275.39,21.82,13769.39,11008.94,2760.45
297.52,21.28,14875.90,11331.20,3544.70
333.20,20.71,16660.03,11901.52,4758.50
437.09,18.68,21854.56,13163.87,8690.69
321.26,19.60,16063.01,11296.33,4766.68
356.78,19.84,17838.91,12079.96,5758.95
301.26,21.10,15062.86,11356.27,3706.59
328.91,23.02,16445.52,12570.80,3874.71
175.33,22.24,8766.49,8898.75,-132.26
242.66,17.16,12132.90,9164.31,2968.59
270.14,20.45,13507.09,10523.86,2983.23
294.42,21.47,14721.04,11322.25,3398.79
160.43,21.24,8021.55,8407.19,-385.64
205.84,18.74,10291.96,8857.74,1434.22
248.81,25.00,12440.62,11220.31,1220.31
452.28,17.45,22613.90,12890.37,9723.54
262.81,17.83,13140.60,9686.89,3453.71
296.38,20.47,14818.77,11065.97,3752.80
225.25,24.23,11262.55,10458.64,803.91
323.54,18.33,16177.08,10929.74,5247.33
249.85,19.47,12492.44,9864.14,2628.30
228.68,22.15,11434.17,10066.39,1367.78
303.34,19.96,15167.12,11056.01,4111.11
120.99,19.33,6049.36,7338.78,-1289.42
124.76,21.13,6238.07,7636.36,-1398.30
232.38,20.55,11619.20,9774.34,1844.86
154.20,22.06,7710.03,8401.80,-691.77
192.96,22.58,9648.13,9357.66,290.47
264.65,20.61,13232.38,10455.45,2776.93
374.33,20.58,18716.46,12704.99,6011.47
314.97,20.43,15748.50,11434.28,4314.22
302.55,20.98,15127.49,11346.97,3780.52
253.23,20.11,12661.45,10092.52,2568.93
426.11,20.00,21305.51,13521.69,7783.82
278.22,22.39,13910.84,11230.18,2680.66
183.47,23.03,9173.55,9225.75,-52.19
324.97,16.98,16248.62,10519.62,5729.00
195.43,20.02,9771.55,8912.54,859.01
266.19,18.62,13309.31,9957.08,3352.23
301.49,19.38,15074.40,10842.25,4232.15
399.69,20.81,19984.47,13315.55,6668.92
298.71,21.34,14935.26,11374.03,3561.22
345.66,19.78,17283.25,11835.78,5447.47
476.03,16.17,23801.40,12698.95,11102.45
202.56,18.07,10128.14,8660.29,1467.85
248.25,21.79,12412.58,10410.15,2002.43
277.67,15.00,13883.42,9165.03,4718.40
283.70,22.37,14185.08,11347.78,2837.30
281.33,21.04,14066.65,10919.94,3146.71
414.03,22.63,20701.42,14370.44,6330.98
348.75,19.60,17437.36,11836.44,5600.92
322.89,15.88,16144.55,10126.60,6017.95
257.32,20.86,12866.04,10367.90,2498.14
381.27,22.55,19063.51,13597.38,5466.13
440.04,21.85,22002.02,14614.64,7387.38
380.40,18.67,19020.00,12103.83,6916.18
111.19,20.17,5559.48,7243.09,-1683.60
329.45,18.93,16472.41,11237.88,5234.53
163.96,18.36,8197.98,8010.54,187.44
243.56,21.91,12177.84,10336.52,1841.32
169.01,17.60,8450.35,7975.36,475.00
321.97,18.21,16098.26,10863.75,5234.51
341.66,17.79,17082.80,11078.73,6004.08
195.70,17.02,9785.14,8330.76,1454.37
275.23,20.29,13761.72,10585.29,3176.44
291.05,22.32,14552.35,11497.04,3055.30
271.83,19.63,13591.31,10336.02,3255.29
198.40,16.99,9919.86,8370.47,1549.39
283.07,21.68,14153.66,11137.00,3016.67
358.91,23.37,17945.61,13388.28,4557.33
175.37,18.71,8768.49,8280.73,487.76
180.09,19.04,9004.50,8429.43,575.06
268.47,21.03,13423.44,10646.25,2777.18
431.72,23.24,21586.08,15034.83,6551.25
337.17,18.96,16858.41,11392.82,5465.59
339.67,17.34,16983.39,10888.18,6095.22
270.16,21.26,13507.88,10744.32,2763.56
319.70,21.60,15985.13,11904.98,4080.15
128.47,20.01,6423.46,7570.96,-1147.50
329.38,18.88,16468.83,11219.86,5248.97
416.71,21.99,20835.55,14162.96,6672.60
323.95,21.06,16197.43,11821.08,4376.34
399.48,18.46,19974.04,12375.67,7598.37
351.40,20.10,17569.97,12062.49,5507.48
198.21,17.30,9910.36,8428.31,1482.06
411.66,21.37,20583.06,13797.93,6785.13
172.91,19.48,8645.38,8367.47,277.91
306.91,19.13,15345.65,10870.81,4474.84
206.63,19.93,10331.74,9119.11,1212.63
130.60,20.08,6530.14,7622.58,-1092.45
283.75,21.79,14187.32,11182.79,3004.53
253.63,21.18,12681.68,10372.51,2309.16
297.18,19.69,14859.01,10850.64,4008.37
316.09,21.53,15804.35,11804.51,3999.84
159.15,20.80,7957.67,8310.63,-352.96
199.20,19.15,9959.91,8814.01,1145.90
312.09,19.75,15604.71,11164.04,4440.67
265.69,19.70,13284.53,10235.05,3049.48
352.81,21.01,17640.29,12412.64,5227.66
333.22,19.27,16660.84,11419.74,5241.10
388.86,19.22,19443.10,12473.61,6969.49
343.15,23.94,17157.71,13214.26,3943.45
285.46,21.88,14272.88,11245.66,3027.22
338.25,18.48,16912.56,11250.48,5662.08
248.43,21.14,12421.34,10252.21,2169.13
256.54,20.24,12827.05,10191.54,2635.51
370.07,20.78,18503.62,12691.25,5812.37
288.98,20.27,14449.02,10858.98,3590.03
373.00,22.38,18649.89,13347.42,5302.46
380.81,20.69,19040.51,12879.44,6161.07
393.25,19.88,19662.63,12816.22,6846.41
418.33,22.08,20916.75,14238.67,6678.08
285.68,20.47,14284.24,10846.99,3437.25
259.72,20.24,12985.82,10257.43,2728.39
317.18,20.63,15858.87,11542.75,4316.12
272.32,19.81,13615.94,10395.39,3220.55
321.35,20.02,16067.75,11433.03,4634.72
346.53,18.83,17326.49,11523.98,5802.51
342.12,18.50,17105.76,11328.33,5777.43
273.10,18.00,13655.09,9916.61,3738.48
215.54,17.22,10776.85,8710.69,2066.16
285.59,18.24,14279.32,10209.26,4070.07
206.81,19.65,10340.30,9064.04,1276.26
406.23,20.21,20311.65,13208.44,7103.21
266.34,19.46,13317.18,10182.36,3134.82
211.16,15.29,10558.05,8228.36,2329.70
145.12,23.15,7256.00,8359.41,-1103.41
331.67,22.17,16583.62,12354.16,4229.46
329.57,20.89,16478.29,11885.13,4593.16
265.07,23.81,13253.53,11312.65,1940.88
175.74,18.05,8787.13,8171.32,615.81
281.03,23.78,14051.29,11681.46,2369.83
257.79,18.07,12889.45,9658.14,3231.32
339.28,20.48,16964.09,11947.63,5016.45
322.41,17.45,16120.58,10626.83,5493.75
270.78,20.03,13539.25,10423.66,3115.59
232.03,20.77,11601.40,9819.76,1781.64
469.06,19.69,23453.13,14236.13,9217.00
290.58,21.43,14528.92,11226.44,3302.48
342.08,20.20,17104.11,11909.38,5194.72
206.04,18.96,10301.94,8905.50,1396.44
297.10,18.87,14854.84,10605.14,4249.70
146.94,21.62,7346.77,8177.01,-830.24
301.09,18.69,15054.70,10628.20,4426.50
446.35,21.83,22317.37,14744.12,7573.24
275.32,22.45,13765.92,11179.64,2586.28
155.85,16.66,7792.71,7596.93,195.77
149.76,22.27,7488.20,8334.62,-846.42
276.18,24.12,13808.94,11661.66,2147.27
213.15,20.50,10657.30,9370.35,1286.95
143.22,21.20,7161.12,8036.05,-874.94
360.35,22.07,18017.36,12954.31,5063.05
291.53,19.45,14576.25,10669.88,3906.37
252.12,20.36,12605.85,10134.25,2471.60
410.59,17.37,20529.72,12132.68,8397.04
196.39,20.28,9819.52,8982.26,837.26
440.62,21.00,22030.79,14251.27,7779.52
258.48,21.03,12924.23,10436.53,2487.69
405.51,22.13,20275.67,13974.36,6301.32
321.77,18.45,16088.69,10936.85,5151.84
382.26,18.93,19112.85,12237.95,6874.90
464.24,23.79,23211.88,16044.68,7167.20
251.90,19.70,12594.81,9962.19,2632.62
444.24,20.40,22212.01,14062.53,8149.48
276.52,19.87,13825.89,10493.30,3332.59
275.62,18.36,13780.80,10059.38,3721.41
265.02,23.25,13250.90,11160.89,2090.01
308.46,18.94,15423.02,10843.66,4579.36
211.05,17.75,10552.39,8745.13,1807.25
311.05,19.10,15552.37,10940.55,4611.83
308.52,16.00,15426.13,9935.31,5490.82
361.99,18.70,18099.30,11768.21,6331.09
384.64,18.06,19231.98,11948.03,7283.95
287.71,21.23,14385.54,11109.50,3276.04
255.52,18.65,12776.03,9766.27,3009.76
244.04,21.78,12201.87,10314.06,1887.81
224.78,22.80,11238.97,10124.29,1114.68
167.91,21.56,8395.51,8620.54,-225.03
265.52,19.57,13275.84,10195.96,3079.88
247.04,20.28,12351.84,10010.46,2341.38
448.17,16.95,22408.37,12596.45,9811.92
311.90,19.73,15594.78,11154.46,4440.32
266.68,18.28,13333.99,9874.67,3459.32
316.80,21.39,15839.95,11775.90,4064.05
205.53,25.00,10276.30,10138.15,138.15
288.48,21.00,14423.84,11057.91,3365.93
327.08,16.02,16354.01,10239.08,6114.93
297.77,19.28,14888.36,10740.22,4148.14
279.28,20.24,13964.14,10654.07,3310.06
477.82,20.17,23890.80,14639.80,9251.00
402.15,18.54,20107.45,12455.19,7652.26
326.43,20.49,16321.36,11688.68,4632.68
314.39,17.51,15719.67,10506.60,5213.07
325.80,18.11,16289.78,10900.22,5389.56
226.91,21.29,11345.27,9831.18,1514.09
277.79,17.97,13889.74,9991.61,3898.14
156.19,21.08,7809.25,8291.82,-482.57
295.05,17.26,14752.39,10092.84,4659.55
308.80,23.53,15439.92,12265.92,3174.00
234.98,18.45,11749.07,9335.75,2413.32
446.36,19.55,22317.79,13727.45,8590.35
414.89,20.66,20744.52,13572.15,7172.38
350.91,18.87,17545.38,11621.38,5924.00
306.79,20.29,15339.63,11223.85,4115.79
398.01,21.15,19900.38,13418.14,6482.23
202.24,21.92,10111.80,9433.26,678.54
370.54,21.58,18527.13,12997.42,5529.71
199.93,19.66,9996.41,8929.87,1066.55
371.69,19.71,18584.56,12324.82,6259.74
248.53,24.70,12426.54,11138.27,1288.27
400.84,21.90,20041.99,13778.30,6263.69
433.09,18.16,21654.62,12863.38,8791.24
209.10,20.20,10455.20,9223.90,1231.30
292.39,19.33,14619.52,10651.82,3967.70
461.00,19.73,23049.99,14095.22,8954.77
296.65,17.54,14832.67,10203.60,4629.07
395.52,19.18,19775.97,12584.54,7191.43
318.61,23.62,15930.62,12526.62,3404.00
273.28,21.16,13664.06,10782.13,2881.94
251.20,15.02,12560.21,8772.50,3787.70
227.51,22.43,11375.31,10103.75,1271.56
361.96,22.18,18097.80,13027.92,5069.88
275.85,19.28,13792.50,10318.78,3473.72
302.27,21.43,15113.40,11478.97,3634.43
298.46,18.28,14922.96,10456.19,4466.77
316.10,19.06,15805.21,11024.78,4780.42
396.30,23.00,19814.97,14113.73,5701.23
460.75,19.46,23037.32,13964.53,9072.79
280.57,16.26,14028.67,9562.27,4466.39
382.53,19.87,19126.65,12602.23,6524.42
362.75,19.84,18137.46,12197.97,5939.49
315.29,22.40,15764.51,12061.47,3703.04
440.70,20.03,22035.11,13826.68,8208.43
226.64,19.16,11332.05,9341.73,1990.33
193.49,22.09,9674.70,9274.31,400.40
391.91,20.24,19595.59,12932.92,6662.68
287.44,18.50,14371.76,10317.54,4054.22
389.35,22.31,19467.71,13686.49,5781.22
407.52,20.39,20375.94,13308.22,7067.72
170.69,20.01,8534.33,8414.73,119.60
403.45,20.36,20172.26,13212.46,6959.81
289.38,17.86,14469.10,10167.97,4301.12
302.10,18.94,15104.87,10723.14,4381.73
327.16,20.01,16358.15,11545.61,4812.55
423.26,19.61,21162.88,13300.37,7862.51
139.11,22.54,6955.31,8136.13,-1180.82
295.31,20.43,14765.69,11034.68,3731.01
341.94,21.71,17097.11,12423.50,4673.61
351.06,20.02,17552.95,12027.78,5525.17
